country,country_code,continent,indicator,total_sales,product_id,date
Canada,CA,North America,sale price,2,B08X9WJQZ3,2022-08-26
Canada,CA,North America,sale price,6,B0BLZ7MVSC,2022-04-22
Canada,CA,North America,sale price,2,B096MTJK8T,2022-10-14
Canada,CA,North America,sale price,5,B09Z87P934,2022-03-17
Canada,CA,North America,sale price,4,B07F46W6L5,2022-03-20
Canada,CA,North America,sale price,5,B092672YSM,2022-10-13
Canada,CA,North America,sale price,4,B0BXJ7PD3N,2022-11-17
Canada,CA,North America,sale price,1,B08C33H2FS,2022-02-25
Canada,CA,North America,sale price,4,B0BRGBPXFK,2022-01-04
Canada,CA,North America,sale price,1,B07GZR1BC7,2022-07-16
Canada,CA,North America,sale price,4,B09HBTDVFN,2022-09-19
Canada,CA,North America,sale price,3,B093Z7ZMZ3,2022-05-17
Canada,CA,North America,sale price,4,B084LF1FRN,2022-11-12
Canada,CA,North America,sale price,3,B0B6WTXZTY,2022-07-23
Canada,CA,North America,sale price,3,B08S318BXR,2022-09-25
Canada,CA,North America,sale price,4,B0B6313R5N,2022-11-10
Canada,CA,North America,sale price,6,B0BMZDVFVQ,2022-07-29
Canada,CA,North America,sale price,7,B0BLGV4SX4,2022-06-11
Canada,CA,North America,sale price,7,B0B51VTQPG,2022-05-08
Canada,CA,North America,sale price,6,B072K56FFC,2022-10-12
Canada,CA,North America,sale price,5,B0BH12VCV4,2022-05-11
Canada,CA,North America,sale price,2,B0BH4L3J5T,2022-02-03
Canada,CA,North America,sale price,7,B09Y4HJFB2,2022-04-14
Canada,CA,North America,sale price,4,B09NNLF37K,2022-05-14
Canada,CA,North America,sale price,2,B0BHTYLYYM,2022-02-10
Canada,CA,North America,sale price,2,B07PB4CHY5,2022-02-02
Canada,CA,North America,sale price,5,B0BXFG1DYL,2022-12-27
Canada,CA,North America,sale price,2,B08NZW4M9K,2022-10-11
Canada,CA,North America,sale price,7,B09JMP448Z,2022-04-02
Canada,CA,North America,sale price,4,B09P896S49,2022-09-10
Canada,CA,North America,sale price,4,B08WJ81N8S,2022-03-05
Canada,CA,North America,sale price,6,B072K56FFC,2022-07-15
Canada,CA,North America,sale price,4,B0BLVT5GNX,2022-04-06
Canada,CA,North America,sale price,6,B096MTJK8T,2022-02-03
Canada,CA,North America,sale price,7,B071GYQRWF,2022-08-14
Canada,CA,North America,sale price,6,B09SHX69HW,2022-12-20
Canada,CA,North America,sale price,3,B0BVLTBHSH,2022-04-02
Canada,CA,North America,sale price,7,B08M47TLXV,2022-08-28
Canada,CA,North America,sale price,4,B07HG3BKHR,2022-10-24
Canada,CA,North America,sale price,1,B09SFZSJSV,2022-09-19
Canada,CA,North America,sale price,1,B07S5CTSJB,2022-09-20
Canada,CA,North America,sale price,2,B06XZ7NNSR,2022-04-25
Canada,CA,North America,sale price,3,B08WCJXNP9,2022-12-17
Canada,CA,North America,sale price,3,B0BPPSTK6F,2022-11-22
Canada,CA,North America,sale price,1,B0BMFTHTQS,2022-07-08
Canada,CA,North America,sale price,3,B08S8PV695,2022-05-09
Canada,CA,North America,sale price,4,B08LJ47RSJ,2022-10-27
Canada,CA,North America,sale price,3,B07P5RVGLY,2022-08-07
Canada,CA,North America,sale price,1,B0B5ZQGPCX,2022-09-16
Canada,CA,North America,sale price,5,B0BP6SHWG9,2022-10-02
Canada,CA,North America,sale price,7,B09JMP448Z,2022-02-19
Canada,CA,North America,sale price,5,B096X4TZS4,2022-10-17
Canada,CA,North America,sale price,2,B07WSV13PR,2022-05-11
Canada,CA,North America,sale price,5,B0BBFQ75DK,2022-11-26
Canada,CA,North America,sale price,2,B0BF5JRG1H,2022-12-20
Canada,CA,North America,sale price,1,B0BXD56HJZ,2022-11-21
Canada,CA,North America,sale price,4,B0BHQWPKBG,2022-07-28
Canada,CA,North America,sale price,1,B0BRMY1DVS,2022-04-11
Canada,CA,North America,sale price,4,B09WSVPMTQ,2022-09-20
Canada,CA,North America,sale price,5,B08R925H7G,2022-06-20
Canada,CA,North America,sale price,6,B09RN5G8YG,2022-12-19
Canada,CA,North America,sale price,4,B07PS3RY8W,2022-06-30
Canada,CA,North America,sale price,7,B09ZTSDJ9H,2022-11-22
Canada,CA,North America,sale price,5,B09D9BBP9J,2022-06-05
Canada,CA,North America,sale price,5,B08P15DWPD,2022-11-29
Canada,CA,North America,sale price,6,B08KR8MXWS,2022-01-20
Canada,CA,North America,sale price,5,B013F5CFYU,2022-10-12
Canada,CA,North America,sale price,5,B085QFLNXJ,2022-04-11
Canada,CA,North America,sale price,5,B00NM6MO26,2022-06-16
Canada,CA,North America,sale price,1,B0BW5K7K7W,2022-03-06
Canada,CA,North America,sale price,5,B08VVV17NJ,2022-09-13
Canada,CA,North America,sale price,2,B0BR3FVK8F,2022-11-23
Canada,CA,North America,sale price,3,B08CVQMS5X,2022-11-21
Canada,CA,North America,sale price,7,B08KKT3LHX,2022-03-20
Canada,CA,North America,sale price,1,B08B4CCWP7,2022-04-06
Canada,CA,North America,sale price,1,B081N4ZLQZ,2022-07-06
Canada,CA,North America,sale price,7,B0B8HD3MC9,2022-10-28
Canada,CA,North America,sale price,5,B09RF4N9YS,2022-01-17
Canada,CA,North America,sale price,4,B098SYKWZV,2022-11-29
Canada,CA,North America,sale price,4,B0B3JBSFQ1,2022-07-27
Canada,CA,North America,sale price,6,B084KWKX2X,2022-07-15
Canada,CA,North America,sale price,7,B09WVZQM4S,2022-01-04
Canada,CA,North America,sale price,5,B09MSCKTJN,2022-01-13
Canada,CA,North America,sale price,4,B0BS3WYLTN,2022-10-03
Canada,CA,North America,sale price,1,B06ZZWR8ZR,2022-06-22
Canada,CA,North America,sale price,4,B096MTJK8T,2022-01-04
Canada,CA,North America,sale price,1,B0BGBLXTHF,2022-09-13
Canada,CA,North America,sale price,6,B0BQVJS3Q9,2022-05-10
Canada,CA,North America,sale price,5,B08K9VD1C1,2022-06-30
Canada,CA,North America,sale price,6,B0BQ3K72JF,2022-09-01
Canada,CA,North America,sale price,1,B01J7HVBKY,2022-08-22
Canada,CA,North America,sale price,3,B09ZTWX21C,2022-04-29
Canada,CA,North America,sale price,4,B0BH2FC81G,2022-08-23
Canada,CA,North America,sale price,5,B095X1847Z,2022-10-06
Canada,CA,North America,sale price,2,B09YNVTXSS,2022-09-16
Canada,CA,North America,sale price,7,B0846KHJKR,2022-07-25
Canada,CA,North America,sale price,5,B0BLZHN5KC,2022-12-09
Canada,CA,North America,sale price,3,B07WM1C4VY,2022-03-26
Canada,CA,North America,sale price,7,B084YYBWHV,2022-02-08
Canada,CA,North America,sale price,6,B0B7XF38T8,2022-01-25
Canada,CA,North America,sale price,5,B0BLGV4SX4,2022-10-19
Canada,CA,North America,sale price,4,B09FVWL75K,2022-05-08
Canada,CA,North America,sale price,5,B0BCGJCXPN,2022-08-27
Canada,CA,North America,sale price,6,B08T1KKGJF,2022-12-26
Canada,CA,North America,sale price,1,B09NP6SZRY,2022-11-03
Canada,CA,North America,sale price,5,B07FDLHDVS,2022-04-17
Canada,CA,North America,sale price,1,B0BMFTHTQS,2022-11-17
Canada,CA,North America,sale price,4,B0B6ZNJ22C,2022-11-13
Canada,CA,North America,sale price,6,B08CMN9KJ8,2022-12-23
Canada,CA,North America,sale price,4,B091GSFTCN,2022-02-14
Canada,CA,North America,sale price,5,B0BY8TMDQN,2022-05-05
Canada,CA,North America,sale price,4,B019HA8AYG,2022-04-20
Canada,CA,North America,sale price,1,B09PDXFNCQ,2022-06-21
Canada,CA,North America,sale price,2,B09K7P3G75,2022-07-17
Canada,CA,North America,sale price,4,B0BG2LKLHJ,2022-02-17
Canada,CA,North America,sale price,4,B073VR4FMV,2022-03-31
Canada,CA,North America,sale price,1,B0BMT96BD7,2022-12-06
Canada,CA,North America,sale price,4,B0B3VQS2CL,2022-08-30
Canada,CA,North America,sale price,5,B00MTUR4US,2022-10-11
Canada,CA,North America,sale price,4,B0BG8LRSN9,2022-05-14
Canada,CA,North America,sale price,5,B0BH4L3J5T,2022-11-04
Canada,CA,North America,sale price,3,B0BMQWJL6P,2022-04-19
Canada,CA,North America,sale price,1,B07MV8339P,2022-01-15
Canada,CA,North America,sale price,5,B0BF5JRG1H,2022-04-21
Canada,CA,North America,sale price,6,B07QNXCHNH,2022-02-13
Canada,CA,North America,sale price,7,B09HBTDVFN,2022-10-17
Canada,CA,North America,sale price,6,B084DWQ5KV,2022-08-03
Canada,CA,North America,sale price,4,B06XZ7NNSR,2022-10-01
Canada,CA,North America,sale price,6,B09Z79GT1T,2022-03-06
Canada,CA,North America,sale price,7,B09DKS2Y6R,2022-09-25
Canada,CA,North America,sale price,4,B08SWGTXT9,2022-03-10
Canada,CA,North America,sale price,3,B09157K927,2022-11-10
Canada,CA,North America,sale price,6,B08BXXTV5M,2022-02-21
Canada,CA,North America,sale price,2,B0BF16ZR26,2022-01-19
Canada,CA,North America,sale price,5,B09QG3ZZPR,2022-02-12
Canada,CA,North America,sale price,4,B07XFM28JR,2022-09-01
Canada,CA,North America,sale price,5,B0BT1G5WZK,2022-11-05
Canada,CA,North America,sale price,1,B0BVQLGQVW,2022-08-21
Canada,CA,North America,sale price,6,B0B5T9VC3Y,2022-11-06
Canada,CA,North America,sale price,2,B0BH9P2RR6,2022-10-13
Canada,CA,North America,sale price,4,B0BMW5R738,2022-02-15
Canada,CA,North America,sale price,7,B0BR9KN38D,2022-01-12
Canada,CA,North America,sale price,2,B0B3VQS2CL,2022-12-19
Canada,CA,North America,sale price,1,B0BQVJS3Q9,2022-10-13
Canada,CA,North America,sale price,6,B07JQVCCZX,2022-04-29
Canada,CA,North America,sale price,5,B097Q31N7P,2022-01-09
Canada,CA,North America,sale price,5,B01MG849GE,2022-07-14
Canada,CA,North America,sale price,7,B01J5QKF2W,2022-07-24
Canada,CA,North America,sale price,2,B084DWQ5KV,2022-01-17
Canada,CA,North America,sale price,2,B0BHPC7F42,2022-12-30
Canada,CA,North America,sale price,7,B096SPMXGN,2022-09-29
Canada,CA,North America,sale price,3,B09MR3Y4BB,2022-03-15
Canada,CA,North America,sale price,7,B08TX11NBM,2022-02-16
Canada,CA,North America,sale price,6,B07WWYDNDM,2022-05-13
Canada,CA,North America,sale price,7,B07J58V6DD,2022-11-23
Canada,CA,North America,sale price,7,B0BGLCXLYH,2022-01-09
Canada,CA,North America,sale price,3,B0BBFKLCZX,2022-03-17
Canada,CA,North America,sale price,2,B07RTCHTFB,2022-11-17
Canada,CA,North America,sale price,2,B08Z7NN39C,2022-06-08
Canada,CA,North America,sale price,5,B09RHDMRFJ,2022-12-29
Canada,CA,North America,sale price,2,B0BN66DJJ2,2022-06-23
Canada,CA,North America,sale price,2,B08M47TLXV,2022-12-16
Canada,CA,North America,sale price,7,B0BKW2VXZF,2022-10-03
Canada,CA,North America,sale price,5,B0946LJ1Y3,2022-01-30
Canada,CA,North America,sale price,7,B0BBTSYS4T,2022-11-23
Canada,CA,North America,sale price,7,B0BQVJS3Q9,2022-10-02
Canada,CA,North America,sale price,7,B0BVQLGQVW,2022-06-02
Canada,CA,North America,sale price,2,B09VCMB7TZ,2022-10-03
Canada,CA,North America,sale price,1,B0B8PDBM9J,2022-01-06
Canada,CA,North America,sale price,4,B0BVLTBHSH,2022-12-19
Canada,CA,North America,sale price,4,B09MQP2D3Q,2022-07-13
Canada,CA,North America,sale price,6,B0BC1CBPKK,2022-10-24
Canada,CA,North America,sale price,6,B0BMT96BD7,2022-11-12
Canada,CA,North America,sale price,2,B09HLZYMP8,2022-02-16
Canada,CA,North America,sale price,4,B0BMZDVFVQ,2022-08-12
Canada,CA,North America,sale price,4,B09GJYPK1Z,2022-08-03
Canada,CA,North America,sale price,3,B09SWM33GS,2022-07-12
Canada,CA,North America,sale price,2,B0B8HD3MC9,2022-08-04
Canada,CA,North America,sale price,1,B00VL7PWLS,2022-03-29
Canada,CA,North America,sale price,7,B08H1WBBP9,2022-02-28
Canada,CA,North America,sale price,5,B096MTJK8T,2022-06-08
Canada,CA,North America,sale price,5,B07TPBJNZB,2022-08-10
Canada,CA,North America,sale price,2,B0BJKQ26L2,2022-05-29
Canada,CA,North America,sale price,5,B09H55MVNG,2022-05-17
Canada,CA,North America,sale price,3,B096MTJK8T,2022-10-27
Canada,CA,North America,sale price,2,B0BN5GXXWW,2022-05-05
Canada,CA,North America,sale price,7,B0995LFGQR,2022-07-01
Canada,CA,North America,sale price,4,B0BVM98PNW,2022-11-16
Canada,CA,North America,sale price,1,B08C33H2FS,2022-08-03
Canada,CA,North America,sale price,1,B07C9F9H5X,2022-01-12
Canada,CA,North America,sale price,3,B01CD384FY,2022-11-29
Canada,CA,North America,sale price,1,B0BG2LKLHJ,2022-01-15
Canada,CA,North America,sale price,7,B07DFHYZM2,2022-06-18
Canada,CA,North America,sale price,1,B09SHX69HW,2022-06-03
Canada,CA,North America,sale price,3,B098LSD6BD,2022-07-01
Canada,CA,North America,sale price,4,B0B9WTCLPT,2022-01-22
Canada,CA,North America,sale price,3,B09VPKCJL3,2022-01-03
Canada,CA,North America,sale price,2,B072M6WF78,2022-06-24
Canada,CA,North America,sale price,6,B07D93C4QT,2022-02-26
Canada,CA,North America,sale price,5,B002PD61Y4,2022-10-21
Canada,CA,North America,sale price,2,B08PGYPQZH,2022-02-13
Canada,CA,North America,sale price,7,B0BLZ7MVSC,2022-05-10
Canada,CA,North America,sale price,2,B097TSB23Q,2022-04-13
Canada,CA,North America,sale price,5,B0BMT96BD7,2022-04-09
Canada,CA,North America,sale price,2,B09RV4J1G4,2022-01-17
Canada,CA,North America,sale price,2,B07B7PP65X,2022-08-26
Canada,CA,North America,sale price,2,B0915T641Z,2022-01-19
Canada,CA,North America,sale price,5,B0987SBDJL,2022-07-01
Canada,CA,North America,sale price,3,B083H121V5,2022-06-27
Canada,CA,North America,sale price,1,B08H4YQDHV,2022-11-03
Canada,CA,North America,sale price,1,B0BR7S5Q4P,2022-04-09
Canada,CA,North America,sale price,4,B0B6PN8HPC,2022-01-24
Canada,CA,North America,sale price,3,B08WJ81N8S,2022-07-31
Canada,CA,North America,sale price,1,B09X468678,2022-06-22
Canada,CA,North America,sale price,3,B0BJPP5TGF,2022-09-03
Canada,CA,North America,sale price,4,B08J3P8PVV,2022-10-07
Canada,CA,North America,sale price,3,B0BTQ431V2,2022-07-16
Canada,CA,North America,sale price,1,B09B5Z6LYL,2022-02-08
Canada,CA,North America,sale price,6,B083H121V5,2022-06-28
Canada,CA,North America,sale price,6,B0BTCWR18C,2022-11-26
Canada,CA,North America,sale price,7,B0BLVT5GNX,2022-01-01
Canada,CA,North America,sale price,1,B0BTZ4L5ZR,2022-04-21
Canada,CA,North America,sale price,3,B09GVX4XGM,2022-02-21
Canada,CA,North America,sale price,1,B08NPN2P5N,2022-04-07
Canada,CA,North America,sale price,6,B09GJYPK1Z,2022-09-21
Canada,CA,North America,sale price,5,B013F5CFYU,2022-05-26
Canada,CA,North America,sale price,6,B09FLYMN9Y,2022-09-24
Canada,CA,North America,sale price,4,B09TRN53RV,2022-08-06
Canada,CA,North America,sale price,4,B0BR3FVK8F,2022-03-15
Canada,CA,North America,sale price,4,B08K8QJTQ8,2022-04-22
Canada,CA,North America,sale price,7,B0BKW2VXZF,2022-05-20
Canada,CA,North America,sale price,2,B091FCYKCD,2022-11-26
Canada,CA,North America,sale price,7,B09RSW9DCW,2022-06-23
Canada,CA,North America,sale price,1,B0BQN3JZJV,2022-04-25
Canada,CA,North America,sale price,2,B07PS3RY8W,2022-05-18
Canada,CA,North America,sale price,2,B07RR2YWVL,2022-07-22
Canada,CA,North America,sale price,6,B00IUI7L2E,2022-12-26
Canada,CA,North America,sale price,4,B0BD8NK3M1,2022-10-23
Canada,CA,North America,sale price,7,B07639369Y,2022-09-25
Canada,CA,North America,sale price,3,B08MKZ8YM7,2022-09-15
Canada,CA,North America,sale price,2,B0BTZ4L5ZR,2022-10-11
Canada,CA,North America,sale price,4,B0753NTN31,2022-07-16
Canada,CA,North America,sale price,5,B0859PY9L9,2022-06-30
Canada,CA,North America,sale price,5,B08L79CKBY,2022-06-17
Canada,CA,North America,sale price,4,B0BR47QJBF,2022-02-28
Canada,CA,North America,sale price,1,B08K9VD1C1,2022-12-11
Canada,CA,North America,sale price,7,B09MJ53YWZ,2022-08-25
Canada,CA,North America,sale price,7,B00VL7PWLS,2022-10-03
Canada,CA,North America,regular price,3,B09QG3ZZPR,2022-11-21
Canada,CA,North America,regular price,6,B09RF4N9YS,2022-09-22
Canada,CA,North America,regular price,5,B07WLY5TXH,2022-04-04
Canada,CA,North America,regular price,1,B08MG6B97K,2022-10-20
Canada,CA,North America,regular price,4,B0BLZHN5KC,2022-02-27
Canada,CA,North America,regular price,6,B08H8TGQY3,2022-06-17
Canada,CA,North America,regular price,1,B0998KZJ88,2022-07-30
Canada,CA,North America,regular price,3,B09XSN3TGJ,2022-03-09
Canada,CA,North America,regular price,2,B07P7V4JLG,2022-04-19
Canada,CA,North America,regular price,6,B0BCWWN3P1,2022-12-24
Canada,CA,North America,regular price,7,B07MQVYHQV,2022-05-14
Canada,CA,North America,regular price,4,B07FM9JKHC,2022-12-27
Canada,CA,North America,regular price,1,B0BJNQTRWH,2022-06-15
Canada,CA,North America,regular price,7,B0B5ZQGPCX,2022-10-18
Canada,CA,North America,regular price,4,B01MSL8PL8,2022-01-12
Canada,CA,North America,regular price,2,B0BRKXTSBT,2022-05-04
Canada,CA,North America,regular price,4,B09W2KN8YW,2022-11-03
Canada,CA,North America,regular price,4,B07SZN5Y88,2022-02-05
Canada,CA,North America,regular price,1,B09BJT6R2S,2022-03-27
Canada,CA,North America,regular price,4,B0BXFB31J7,2022-01-12
Canada,CA,North America,regular price,2,B0842P8SLR,2022-04-13
Canada,CA,North America,regular price,1,B0973B427J,2022-05-26
Canada,CA,North America,regular price,6,B0B8HD3MC9,2022-06-25
Canada,CA,North America,regular price,5,B08XQ999V3,2022-04-29
Canada,CA,North America,regular price,1,B0B7BDDY62,2022-03-23
Canada,CA,North America,regular price,4,B0BBFKLCZX,2022-09-12
Canada,CA,North America,regular price,5,B09QVFCYJ8,2022-07-14
Canada,CA,North America,regular price,4,B074W25MY9,2022-12-31
Canada,CA,North America,regular price,4,B09Q96BWVB,2022-03-16
Canada,CA,North America,regular price,4,B07Y8VCZC2,2022-03-05
Canada,CA,North America,regular price,5,B072M6WF78,2022-11-19
Canada,CA,North America,regular price,6,B08RK4H4PL,2022-09-21
Canada,CA,North America,regular price,1,B07J58V6DD,2022-09-17
Canada,CA,North America,regular price,7,B08C231VW6,2022-09-18
Canada,CA,North America,regular price,7,B09TKJ8G2T,2022-12-23
Canada,CA,North America,regular price,3,B08BX5QBJ3,2022-10-31
Canada,CA,North America,regular price,3,B0BLCJJD98,2022-07-29
Canada,CA,North America,regular price,4,B09DX4S6B4,2022-02-26
Canada,CA,North America,regular price,4,B0BRSNMKQT,2022-04-14
Canada,CA,North America,regular price,5,B08BX5QBJ3,2022-10-14
Canada,CA,North America,regular price,3,B0BTX3PVHN,2022-07-18
Canada,CA,North America,regular price,2,B0BFRK258P,2022-03-06
Canada,CA,North America,regular price,1,B07FYQH66L,2022-09-02
Canada,CA,North America,regular price,1,B09WCWQHY9,2022-06-29
Canada,CA,North America,regular price,4,B08DDF64Z4,2022-07-26
Canada,CA,North America,regular price,7,B09XVKTK2F,2022-08-07
Canada,CA,North America,regular price,3,B097R6WGJS,2022-02-02
Canada,CA,North America,regular price,1,B0BKLMG4RL,2022-06-25
Canada,CA,North America,regular price,3,B091SN94VB,2022-10-14
Canada,CA,North America,regular price,3,B07J25SF36,2022-12-18
Canada,CA,North America,regular price,7,B08WJ81N8S,2022-01-18
Canada,CA,North America,regular price,5,B09MSCKTJN,2022-09-23
Canada,CA,North America,regular price,1,B0BY8N6RJ2,2022-10-15
Canada,CA,North America,regular price,3,B07PB4CHY5,2022-02-10
Canada,CA,North America,regular price,3,B07WM1C4VY,2022-01-31
Canada,CA,North America,regular price,1,B01F5HIVVC,2022-09-19
Canada,CA,North America,regular price,6,B06XBDVMJW,2022-05-17
Canada,CA,North America,regular price,7,B07BP4SZ7M,2022-09-23
Canada,CA,North America,regular price,5,B08L9K71VQ,2022-10-20
Canada,CA,North America,regular price,4,B0BG7W6Z3C,2022-11-23
Canada,CA,North America,regular price,3,B074W25MY9,2022-01-27
Canada,CA,North America,regular price,2,B0BT299511,2022-09-08
Canada,CA,North America,regular price,7,B0BC8H8ZMP,2022-08-05
Canada,CA,North America,regular price,6,B09WR64Z2K,2022-08-20
Canada,CA,North America,regular price,4,B09JSZSD98,2022-05-04
Canada,CA,North America,regular price,2,B084LF1FRN,2022-10-23
Canada,CA,North America,regular price,5,B0B4G3GH2Z,2022-08-11
Canada,CA,North America,regular price,2,B07RTCHTFB,2022-05-15
Canada,CA,North America,regular price,6,B0BTZ4L5ZR,2022-10-27
Canada,CA,North America,regular price,5,B07J6NZCT3,2022-09-04
Canada,CA,North America,regular price,3,B0B5D2Z3NY,2022-11-11
Canada,CA,North America,regular price,7,B0BH8DBZLP,2022-05-01
Canada,CA,North America,regular price,1,B09QSRZX11,2022-08-26
Canada,CA,North America,regular price,2,B095YWP668,2022-09-04
Canada,CA,North America,regular price,6,B09NNLF37K,2022-02-28
Canada,CA,North America,regular price,7,B0BXWYY8N1,2022-08-23
Canada,CA,North America,regular price,4,B084LF1FRN,2022-12-11
Canada,CA,North America,regular price,1,B0BX12723H,2022-08-04
Canada,CA,North America,regular price,4,B07BP4SZ7M,2022-08-16
Canada,CA,North America,regular price,1,B07H81GR4C,2022-02-20
Canada,CA,North America,regular price,3,B09157K927,2022-08-26
Canada,CA,North America,regular price,2,B07NTCQ31J,2022-06-10
Canada,CA,North America,regular price,5,B08LBMPC4R,2022-07-05
Canada,CA,North America,regular price,2,B097MLXBQ9,2022-03-16
Canada,CA,North America,regular price,6,B09ZTWX21C,2022-01-06
Canada,CA,North America,regular price,5,B08WR6364C,2022-02-27
Canada,CA,North America,regular price,3,B09VCMB7TZ,2022-04-19
Canada,CA,North America,regular price,2,B0BRQ72WXL,2022-01-30
Canada,CA,North America,regular price,2,B0BYDRLHZQ,2022-01-07
Canada,CA,North America,regular price,3,B08BX5QBJ3,2022-04-17
Canada,CA,North America,regular price,5,B0BT23BL5W,2022-07-25
Canada,CA,North America,regular price,6,B0BTDBB1T1,2022-01-05
Canada,CA,North America,regular price,2,B0BLCJJD98,2022-12-06
Canada,CA,North America,regular price,2,B09PQNK66Z,2022-02-20
Canada,CA,North America,regular price,5,B08XK6JGJ8,2022-12-13
Canada,CA,North America,regular price,7,B09BJT6R2S,2022-10-29
Canada,CA,North America,regular price,2,B0B9KGBHG1,2022-07-22
Canada,CA,North America,regular price,6,B01JZ6SIEO,2022-10-25
Canada,CA,North America,regular price,1,B08CDKQ8T6,2022-04-30
Canada,CA,North America,regular price,2,B08ZYTNPQ4,2022-05-04
Canada,CA,North America,regular price,3,B0BT23BL5W,2022-12-19
Canada,CA,North America,regular price,4,B07BFXKHXW,2022-11-01
Canada,CA,North America,regular price,2,B081NRNTBF,2022-04-29
Canada,CA,North America,regular price,7,B07BFXKHXW,2022-09-07
Canada,CA,North America,regular price,5,B091SN94VB,2022-02-19
Canada,CA,North America,regular price,6,B012GCQHI8,2022-08-25
Canada,CA,North America,regular price,2,B083JXRS7H,2022-09-13
Canada,CA,North America,regular price,7,B09W68J416,2022-12-09
Canada,CA,North America,regular price,1,B08K9VD1C1,2022-10-10
Canada,CA,North America,regular price,7,B08TX11NBM,2022-04-03
Canada,CA,North America,regular price,5,B09TBDW87M,2022-09-23
Canada,CA,North America,regular price,1,B07QNXCHNH,2022-07-23
Canada,CA,North America,regular price,7,B08TCCGKT2,2022-03-17
Canada,CA,North America,regular price,5,B07DS6QNQC,2022-07-21
Canada,CA,North America,regular price,7,B07PB4CHY5,2022-07-21
Canada,CA,North America,regular price,6,B08XW2LZ1T,2022-09-27
Canada,CA,North America,regular price,4,B072K56FFC,2022-07-24
Canada,CA,North America,regular price,6,B0BVM98PNW,2022-12-06
Canada,CA,North America,regular price,5,B09KQMYQFY,2022-02-03
Canada,CA,North America,regular price,1,B09X468678,2022-05-13
Canada,CA,North America,regular price,6,B07RL2SSMS,2022-08-31
Canada,CA,North America,regular price,3,B09R7STWQG,2022-11-20
Canada,CA,North America,regular price,1,B08G833K46,2022-04-16
Canada,CA,North America,regular price,4,B00NHFQUIG,2022-05-18
